[182/1000] 22.70 sec(s) Train Acc: 0.90188 | Val Acc: 0.87300 | Train Loss: 0.28091 | Val Loss: 0.41639
[183/1000] 22.85 sec(s) Train Acc: 0.90280 | Val Acc: 0.87040 | Train Loss: 0.28193 | Val Loss: 0.40014
[184/1000] 22.79 sec(s) Train Acc: 0.90288 | Val Acc: 0.86760 | Train Loss: 0.28128 | Val Loss: 0.41530
[185/1000] 22.75 sec(s) Train Acc: 0.90474 | Val Acc: 0.86700 | Train Loss: 0.27358 | Val Loss: 0.42770
[186/1000] 22.69 sec(s) Train Acc: 0.90302 | Val Acc: 0.85700 | Train Loss: 0.27676 | Val Loss: 0.43986
[187/1000] 22.74 sec(s) Train Acc: 0.90632 | Val Acc: 0.87360 | Train Loss: 0.26591 | Val Loss: 0.41133
[188/1000] 22.81 sec(s) Train Acc: 0.90572 | Val Acc: 0.87700 | Train Loss: 0.26965 | Val Loss: 0.38619
[189/1000] 22.84 sec(s) Train Acc: 0.90862 | Val Acc: 0.87340 | Train Loss: 0.26430 | Val Loss: 0.41808
[190/1000] 22.66 sec(s) Train Acc: 0.90688 | Val Acc: 0.86780 | Train Loss: 0.26555 | Val Loss: 0.42338
[191/1000] 22.98 sec(s) Train Acc: 0.91058 | Val Acc: 0.87480 | Train Loss: 0.25760 | Val Loss: 0.41558
[192/1000] 22.77 sec(s) Train Acc: 0.90932 | Val Acc: 0.86660 | Train Loss: 0.26069 | Val Loss: 0.41975
[193/1000] 22.68 sec(s) Train Acc: 0.91000 | Val Acc: 0.87180 | Train Loss: 0.26340 | Val Loss: 0.41917
[194/1000] 22.52 sec(s) Train Acc: 0.91114 | Val Acc: 0.87360 | Train Loss: 0.25719 | Val Loss: 0.40263
[195/1000] 22.80 sec(s) Train Acc: 0.91126 | Val Acc: 0.87580 | Train Loss: 0.25291 | Val Loss: 0.40002
[196/1000] 22.59 sec(s) Train Acc: 0.91212 | Val Acc: 0.87220 | Train Loss: 0.25183 | Val Loss: 0.39755
[197/1000] 22.78 sec(s) Train Acc: 0.91496 | Val Acc: 0.87360 | Train Loss: 0.24556 | Val Loss: 0.41787
[198/1000] 22.64 sec(s) Train Acc: 0.91454 | Val Acc: 0.87040 | Train Loss: 0.24738 | Val Loss: 0.42064
[199/1000] 22.69 sec(s) Train Acc: 0.91374 | Val Acc: 0.87100 | Train Loss: 0.24825 | Val Loss: 0.41552
[200/1000] 22.66 sec(s) Train Acc: 0.91656 | Val Acc: 0.87740 | Train Loss: 0.24052 | Val Loss: 0.40253
[201/1000] 22.66 sec(s) Train Acc: 0.91734 | Val Acc: 0.87060 | Train Loss: 0.24018 | Val Loss: 0.41354
[202/1000] 22.85 sec(s) Train Acc: 0.91872 | Val Acc: 0.87480 | Train Loss: 0.23764 | Val Loss: 0.40081
[203/1000] 22.91 sec(s) Train Acc: 0.91902 | Val Acc: 0.86740 | Train Loss: 0.22978 | Val Loss: 0.42136
